"Status","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country"
"Complete","Poland","Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","0","","","3-Jan","","","0%","","","50%","","","Somewhat important","Somewhat important","Quite important","Quite important","","","","","","","60%","40%","","","","","Decreased","Increased","Increased","",NA,NA,1,NA,"","Will decrease considerably","Will increase slightly","Will increase considerably","Will increase slightly","","Social Science / Humanities","2006","Poland","Female","Poland"
"Complete","Turkey","Senior academic researcher with &gt;10 years of experience applying for research grants","10%","70%","100%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","0","3-Jan","3-Jan","0","0","0","0%","10%","10%","0%","0%","0%","Somewhat important","Somewhat important","Not very important","Not very important","60%","30%","10%","0%","0%","","40%","20%","10%","10%","20%","","Stayed the same","Stayed the same","Increased","",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will increase considerably","Will stay the same","","Social Science / Humanities","","Turkey","Female","Turkey"
"Complete","Spain","Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD","0%","0%","100%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","0","0","3-Jan","0","0","0","No need for applications for this research type","No need for applications for this research type","100%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Can't comment","Can't comment","Can't comment","70%","20%","10%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","",NA,NA,NA,1,"","Will decrease considerably","Will decrease considerably","Will decrease considerably","Will increase considerably","These are just a guess from me.","Social Science / Humanities","2014","South Africa","Male","Spain"
"Complete","","Senior academic researcher with &gt;10 years of experience applying for research grants","40%","40%","20%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","3-Jan","0","6-Apr","3-Jan","0","10%","10%","No need for applications for this research type","10%","10%","No need for applications for this research type","Quite important","Somewhat important","Quite important","Quite important","20%","","","80%","","","30%","","","70%","","","Decreased","Decreased","Increased considerably","",1,NA,NA,1,"","Will increase slightly","Will increase slightly","Will stay the same","Will increase slightly","","Medicine and Life Science","2009","Ghana","Male",""
"Complete","Norway","Senior academic researcher with &gt;10 years of experience applying for research grants","70%","20%","10%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","13-15","6-Apr","3-Jan","6-Apr","0","3-Jan","80%","80%","100%","90%","100%","100%","Quite important","Somewhat important","Quite important","Somewhat important","10%","70%","10%","10%","","","10%","80%","10%","","","","Stayed the same","Increased","Increased","",NA,1,NA,NA,"For EU funding more applied work at higher technology readiness levels has become increasingly important.","Will stay the same","Will increase slightly","Will increase slightly","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","2003","Germany","Male","Norway"
"Complete","South Africa","Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD","80%","20%","0%","Yes","100%","0%","0%",1,NA,NA,1,NA,"","Slightly positive","Some partnership","Yes","No partnership",1,NA,NA,NA,NA,"","Very positive","9-Jul","3-Jan","0","3-Jan","0","0","50%","0%","No need for applications for this research type","100%","No need for applications for this research type","No need for applications for this research type","Quite important","Somewhat important","Somewhat important","Not very important","30%","70%","0%","0%","0%","","50%","0%","0%","50%","0%","","Decreased considerably","Increased","Increased considerably","",NA,1,1,NA,"","Will decrease considerably","Will increase slightly","Will increase considerably","Will increase slightly","","Natural Science","2007","South Africa","Female","South Africa"
"Complete","Portugal","Senior academic researcher with &gt;10 years of experience applying for research grants","60%","40%","0%","Yes","80%","20%","0%",NA,NA,NA,1,NA,"","Slightly positive","Some partnership","No","",NA,NA,NA,NA,NA,"","","9-Jul","6-Apr","3-Jan","12-Oct","6-Apr","3-Jan","80%","60%","40%","80%","60%","40%","Very important","Very important","Somewhat important","Somewhat important","0%","90%","0%","10%","","","New researcher (no funding in these years)","90%","New researcher (no funding in these years)","0%","New researcher (no funding in these years)","","Decreased considerably","Decreased considerably","Decreased","",NA,1,1,NA,"","Will stay the same","Will increase slightly","Will increase slightly","Will increase slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1997","Portugal","Male","Portugal"
"Complete","Malaysia","Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD","20%","60%","20%","Yes","30%","60%","0%",NA,NA,1,NA,NA,"","Slightly negative","Some partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","9-Jul","3-Jan","3-Jan","9-Jul","3-Jan","30%","60%","10%","10%","60%","30%","Very important","Mandatory","Somewhat important","Quite important","70%","20%","","10%","","","50%","40%","10%","","","","Decreased","Decreased","Increased","",NA,NA,NA,1,"","Will decrease slightly","Will decrease slightly","Will increase considerably","Will decrease slightly","","Medicine and Life Science","2006","Malaysia","Female","Malaysia"
"Complete","Illinois","Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD","20%","30%","50%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","16+","16+","16+","0","0","0","0%","10%","10%","","","","Very important","","Somewhat important","","50%","40%","10%","0%","0%","","","","","","","","Can't comment","Can't comment","Can't comment","",NA,NA,NA,NA,"","Will stay the same","Will stay the same","Will stay the same","","","Engineering","2010","United States","Male","USA"
"Complete","","Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD","30%","30%","30%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","0","3-Jan","3-Jan","0","0","3-Jan","No need for applications for this research type","70%","70%","No need for applications for this research type","No need for applications for this research type","50%","Very important","Very important","Quite important","Quite important","30%","40%","0%","30%","","","","","","100%","","","Can't comment","Can't comment","Can't comment","",NA,NA,NA,NA,"","Can't comment","Can't comment","Can't comment","","Not sure how it will develop","Social Science / Humanities","2011","Australia","Female",""
"Complete","Netherlands","Non-academic researcher conducting or managing research in industry or government with &gt;10 years of experience","0%","30%","70%","Yes","10%","20%","80%",1,1,NA,NA,NA,"","Neutral","Strong partnership","Yes","Some partnership",1,NA,NA,1,NA,"","Very positive","0","0","0","0","0","3-Jan","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","30%","Can't comment","Can't comment","Quite important","Can't comment","0%","50%","0%","50%","0%","","New researcher (no funding in these years)","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Increased","Stayed the same","",NA,1,1,NA,"","Will decrease slightly","Will increase slightly","Will increase slightly","Will decrease slightly","","Medicine and Life Science","2004","Netherlands","Male","Netherlands"
"Complete","Netherlands","Senior academic researcher with &gt;10 years of experience applying for research grants","30%","40%","30%","Yes","40%","40%","20%",1,NA,NA,1,NA,"","Slightly positive","Strong partnership","Yes","Strong partnership",1,NA,1,1,NA,"","Very positive","3-Jan","6-Apr","6-Apr","3-Jan","3-Jan","3-Jan","40%","80%","100%","30%","50%","50%","Quite important","Quite important","Quite important","Somewhat important","40%","40%","","20%","","","30%","40%","30%","","","","Decreased considerably","Decreased","Stayed the same","",NA,1,1,NA,"Netherlands: topsector policy.","Will increase slightly","Will stay the same","Will stay the same","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","2003","Netherlands","Male","Netherlands"
"Complete","Italy","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","90%","10%","0%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","0","0","0","0%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Can't comment","Somewhat important","Can't comment","0%","0%","0%","0%","100%","ERC","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Increased","Increased considerably","",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will increase slightly","Will decrease slightly","","Social Science / Humanities","2013","Italy","Male","Italy"
